1458.66625977 59.0697898865 120.262779236 
1458.88232422 59.2211875916 121.781410217 
1459.11730957 59.4010391235 123.432777405 
1459.38830566 59.6271781921 125.324371338 
1459.69299316 59.9075622559 127.455596924 
1460.03747559 60.2545318604 129.851638794 
1460.4263916 60.6851158142 132.546279907 
1460.86621094 61.2172851562 135.570419312 
1461.3626709 61.876033783 138.963134766 
1461.92529297 62.6857337952 142.762390137 
1462.56237793 63.6778640747 147.012283325 
1463.28442383 64.880241394 151.757873535 
1464.10742188 66.3130950928 157.047622681 
1465.04382324 67.997756958 162.933258057 
1466.12121582 69.8705215454 169.466171265 
1467.35449219 71.8982849121 176.704772949 
1468.72619629 74.0225448608 184.690460205 
1470.24462891 76.0928115845 193.485717773 
1471.91357422 77.9369659424 203.119979858 
1473.74682617 84.6568374634 213.648284912 
1475.75683594 92.5880279541 225.081420898 
1477.95019531 100.637313843 237.45475769 
1480.31115723 108.66204071 250.769042969 
1482.84692383 116.520187378 265.045806885 
1485.5435791 124.114089966 280.250030518 
1488.39001465 131.286590576 296.381164551 
1491.38098145 137.951049805 313.365661621 
1494.51403809 144.090423584 331.146362305 
1497.76623535 149.674835205 349.612487793 
1501.12939453 154.729110718 368.669189453 
1504.57495117 159.25213623 388.176422119 
1508.0715332 163.258377075 407.985595703 
1511.60119629 166.790283203 427.998657227 
1458.66003418 58.96925354 120.261291504 
1458.8762207 59.1208953857 121.779998779 
1459.11279297 59.3013114929 123.43144989 
1459.38354492 59.5276489258 125.323005676 
1459.68798828 59.8084907532 127.454208374 
1460.03271484 60.1557426453 129.850311279 
1460.42089844 60.5866165161 132.544891357 
1460.8614502 61.119228363 135.568954468 
1461.35766602 61.7783355713 138.961776733 
1461.92053223 62.588344574 142.761016846 
1462.55664062 63.5806312561 147.010818481 
1463.2800293 64.7831802368 151.756546021 
1464.10241699 66.2160186768 157.046142578 
1465.03808594 67.9005813599 162.931808472 
1466.11657715 69.7734527588 169.464782715 
1467.34936523 71.8005447388 176.703414917 
1468.72216797 73.9244766235 184.689147949 
1470.23962402 75.9935073853 193.484237671 
1471.90856934 77.8368377686 203.118621826 
1473.7434082 84.5567626953 213.647171021 
1475.75280762 92.4882354736 225.080093384 
1477.94567871 100.538146973 237.453414917 
1480.30749512 108.563652039 250.767807007 
1482.84521484 116.422737122 265.044891357 
1485.54064941 124.017166138 280.249084473 
1488.38745117 131.190261841 296.380340576 
1491.37927246 137.855499268 313.36505127 
1494.51049805 143.994995117 331.145477295 
1497.76367188 149.58001709 349.611724854 
1501.12731934 154.634994507 368.668609619 
1504.57287598 159.158676147 388.176086426 
1508.06958008 163.165206909 407.98538208 
1511.60046387 166.6978302 427.998687744 
1458.65551758 58.8689651489 120.260002136 
1458.8729248 59.0210342407 121.778610229 
1459.10766602 59.2015800476 123.430015564 
1459.37805176 59.4284057617 125.321563721 
1459.6829834 59.7097473145 127.452789307 
1460.02758789 60.0574645996 129.848815918 
1460.41674805 60.4888000488 132.54347229 
1460.8560791 61.0218963623 135.567550659 
1461.35375977 61.681438446 138.96031189 
1461.91564941 62.4917984009 142.759613037 
1462.55187988 63.4845352173 147.009460449 
1463.27539062 64.6874008179 151.7550354 
1464.09838867 66.1206436157 157.044769287 
1465.03405762 67.8055725098 162.930419922 
1466.11303711 69.6782608032 169.463439941 
1467.34484863 71.7052688599 176.701950073 
1468.71691895 73.8288040161 184.687713623 
1470.23571777 75.8979873657 193.482910156 
1471.90441895 77.7404251099 203.11730957 
1473.73950195 84.4600830078 213.645874023 
1475.74853516 92.3924942017 225.078826904 
1477.9420166 100.443641663 237.452163696 
1480.30407715 108.470146179 250.766677856 
1482.84094238 116.330329895 265.04385376 
1485.5378418 123.926063538 280.248138428 
