260.16056 118.46084 0.0 0 0 0 0 
266.09709 117.19077 0.0 0 0 1 0 
272.1421 115.94573 0.0 0 0 2 0 
278.38738 114.7097 0.0 0 0 3 0 
284.80264 113.49254 0.0 0 0 4 0 
291.38817 112.29959 0.0 0 0 5 0 
298.1431 111.13511 0.0 0 0 6 0 
305.0669 110.00322 0.0 0 0 7 0 
312.15776 108.90879 0.0 0 0 8 0 
319.41424 107.85587 0.0 0 0 9 0 
326.83354 106.84945 0.0 0 0 10 0 
334.41322 105.89328 0.0 0 0 11 0 
342.14944 104.99225 0.0 0 0 12 0 
350.03873 104.14932 0.0 0 0 13 0 
358.07615 103.36896 0.0 0 0 14 0 
366.2572 102.65302 0.0 0 0 15 0 
374.57587 102.00502 0.0 0 0 16 0 
383.02667 101.42519 0.0 0 0 17 0 
391.6026 100.91625 0.0 0 0 18 0 
400.29733 100.47661 0.0 0 0 19 0 
409.10293 100.10718 0.0 0 0 20 0 
418.01235 99.803963 0.0 0 0 21 0 
427.01692 99.56491 0.0 0 0 22 0 
436.10901 99.38268 0.0 0 0 23 0 
445.2795 99.257929 0.0 0 0 24 0 
454.52025 99.181661 0.0 0 0 25 0 
463.82192 99.143381 0.0 0 0 26 0 
473.176 99.134949 0.0 0 0 27 0 
482.57297 99.132837 0.0 0 0 28 0 
492.00352 99.137337 0.0 0 0 29 0 
501.45862 99.14026 0.0 0 0 30 0 
510.92942 99.140124 0.0 0 0 31 0 
520.40601 99.14002 0.0 0 0 32 0 
529.87865 99.140007 0.0 0 0 33 0 
539.33796 99.14 0.0 0 0 34 0 
548.77441 99.14 0.0 0 0 35 0 
558.17879 99.14 0.0 0 0 36 0 
567.54171 99.14 0.0 0 0 37 0 
576.85431 99.14 0.0 0 0 38 0 
586.1075 99.14 0.0 0 0 39 0 
595.29291 99.14 0.0 0 0 40 0 
604.40187 99.14 0.0 0 0 41 0 
613.42664 99.14 0.0 0 0 42 0 
622.3591 99.14 0.0 0 0 43 0 
631.19221 99.14 0.0 0 0 44 0 
639.91851 99.14 0.0 0 0 45 0 
648.53174 99.14 0.0 0 0 46 0 
657.02517 99.14 0.0 0 0 47 0 
665.39342 99.14 0.0 0 0 48 0 
673.63051 99.14 0.0 0 0 49 0 
681.73195 99.14 0.0 0 0 50 0 
689.69262 99.14 0.0 0 0 51 0 
697.50889 99.14 0.0 0 0 52 0 
705.17651 99.14 0.0 0 0 53 0 
712.69272 99.14 0.0 0 0 54 0 
720.05412 99.14 0.0 0 0 55 0 
727.25881 99.14 0.0 0 0 56 0 
734.30422 99.14 0.0 0 0 57 0 
741.18925 99.14 0.0 0 0 58 0 
747.91212 99.14 0.0 0 0 59 0 
754.47251 99.14 0.0 0 0 60 0 
760.86937 99.14 0.0 0 0 61 0 
767.10306 99.14 0.0 0 0 62 0 
773.14253 99.14 0.0 0 0 63 0 
779.08089 99.14 0.0 0 0 64 0 
254.29243 119.76113 0.0 0 1 0 0 
260.105104272 118.484242388 1.65183329786 0 1 1 0 
266.116275642 117.215633226 2.6314253731 0 1 2 0 
272.396138219 115.932057353 3.04345677731 0 1 3 0 
278.864014893 114.660078029 3.27384898832 0 1 4 0 
285.513864223 113.406806009 3.39796066261 0 1 5 0 
292.3355376 112.181348998 3.51728145578 0 1 6 0 
299.332987595 110.987572918 3.63262893209 0 1 7 0 
306.500882507 109.83099052 3.74642430778 0 1 8 0 
313.837860156 108.716079373 3.85332033904 0 1 9 0 
321.34064059 107.647760061 3.95461355136 0 1 10 0 
329.006323877 106.630673689 4.05159365973 0 1 11 0 
336.831068783 105.669321201 4.14454182688 0 1 12 0 
344.811367697 104.767793733 4.23351551686 0 1 13 0 
352.942209061 103.929941327 4.31889582672 0 1 14 0 
361.219102615 103.158984561 4.40048210328 0 1 15 0 
369.635898645 102.457692186 4.4784584602 0 1 16 0 
378.187075047 101.827983294 4.55264839601 0 1 17 0 
386.865432004 101.271101902 4.62311791553 0 1 18 0 
395.664610561 100.787622515 4.68974959546 0 1 19 0 
404.576479486 100.376872636 4.75255704267 0 1 20 0 
413.593907281 100.036911877 4.81153452489 0 1 21 0 
422.70801429 99.765286729 4.86671274235 0 1 22 0 
431.911048504 99.5570636013 4.91824636315 0 1 23 0 
441.193620284 99.406436063 4.9663531454 0 1 24 0 
450.547520786 99.3096573204 5.01117879942 0 1 25 0 
459.963176367 99.2584886251 5.05302237885 0 1 26 0 
469.431946428 99.2384345343 5.09254710423 0 1 27 0 
478.944141897 99.2390448215 5.1298969094 0 1 28 0 
488.490312165 99.24698805 5.16585342333 0 1 29 0 
498.061360066 99.2514743971 5.20087868184 0 1 30 0 
