1458.6661 140.26423 120.26282 
1458.88227541 140.567148548 121.781405041 
1459.11776174 140.895494474 123.432774886 
1459.38804389 141.270183506 125.324330789 
1459.69324071 141.690625584 127.455586471 
1460.0376829 142.15984948 129.851632446 
1460.42674816 142.683127167 132.546274657 
1460.86620189 143.263087815 135.570380184 
1461.36293704 143.90415225 138.963150315 
1461.92517177 144.606580029 142.76242417 
1462.5618995 145.372120076 147.012244531 
1463.2844521 146.196832547 151.757891016 
1464.10748965 147.071529223 157.047621332 
1465.04288833 147.993319419 162.933256422 
1466.12154763 148.913566564 169.466229298 
1467.3538824 149.835955714 176.704776312 
1458.6609 140.19897 120.26136 
1458.87714449 140.501782931 121.780025634 
1459.11265445 140.830029003 123.431449027 
1459.38296269 141.204624682 125.323004964 
1459.68819092 141.624967156 127.454240646 
1460.03266878 142.094074909 129.850275902 
1460.42177234 142.617222488 132.544908651 
1460.86127003 143.197036398 135.569004275 
1461.35805425 143.837936017 138.961764808 
1461.92034276 144.540178804 142.761029732 
1462.5571289 145.305511396 147.01084199 
1463.27974354 146.129990625 151.756481809 
1464.10284348 147.004425916 157.046207418 
1465.03830483 147.925925336 162.931839531 
1466.11701547 148.845835091 169.464815105 
1467.34939417 149.767832777 176.703369921 
1458.6558 140.13371 120.26001 
1458.87200996 140.436472917 121.77862048 
1459.10754044 140.764669371 123.430008055 
1459.37787995 141.13922637 125.321562454 
1459.68314633 141.559530054 127.452807684 
1460.02766549 142.02859057 129.84884472 
1460.41681487 142.551685435 132.543478485 
1460.85636371 143.131439496 135.567574275 
1461.35320462 143.772271726 138.960334529 
1461.91555502 144.474438521 142.759599239 
1462.5524082 145.239685444 147.009411612 
1463.27509408 146.06406724 151.755052616 
1464.09826623 146.938392278 157.044781035 
1465.0338007 147.859768765 162.930417394 
1466.11257414 148.779527277 169.463402845 
1467.34500935 149.701339786 176.701972738 
1458.6506 140.06845 120.25875 
1458.86687271 140.371229243 121.777189891 
1459.10242294 140.699455813 123.428453561 
1459.37280153 141.074062371 125.320005996 
1459.67811569 141.49442578 127.451291206 
1460.02268497 141.963550385 129.847343631 
1460.41189122 142.486717607 132.541990099 
1460.85150223 143.066552168 135.566097436 
1461.34841165 143.707474346 138.958868157 
1461.91083664 144.40974115 142.758142934 
1462.54777044 145.175099024 147.007965351 
